ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
12593,ENWR,1510,71,SEM,3,Katherine Rice,MoWe 6:30pm - 7:45pm,Bryan Hall 332,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
12594,ENWR,1510,72,SEM,3,Lucas Morel,TuTh 3:30pm - 4:45pm,New Cabell Hall 411,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
12595,ENWR,1510,74,SEM,3,Heidi Nobles,MoWeFr 11:00am - 11:50am,Bryan Hall 310,Writing and Critical Inquiry,Writing about Science & Tech,Open,0,18,0
12597,ENWR,1510,76,SEM,3,Aimee Seu,MoWe 5:00pm - 6:15pm,New Cabell Hall 407,Writing and Critical Inquiry,Writing about Culture/Society,Open,1,18,0
12599,ENWR,1510,79,SEM,3,Emelye Keyser,MoWe 5:00pm - 6:15pm,Bryan Hall 332,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
12602,ENWR,1510,82,SEM,3,Leah Putnam,TuTh 8:00am - 9:15am,Bryan Hall 332,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
12603,ENWR,1510,84,SEM,3,Shalmi Barman,MoWe 5:00pm - 6:15pm,New Cabell Hall 191,Writing and Critical Inquiry,Writing about Identities,Open,0,18,0
12604,ENWR,1510,85,SEM,3,Megan Haury,TuTh 9:30am - 10:45am,Shannon House 108,Writing and Critical Inquiry,Writing about the Arts,Open,1,18,0
12830,ENWR,1510,87,SEM,3,Matthew Davis,TuTh 8:00am - 9:15am,Bryan Hall 334,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
12841,ENWR,1510,88,SEM,3,Justin Stec,TuTh 8:00am - 9:15am,New Cabell Hall 044,Writing and Critical Inquiry,Writing about Identities,Open,1,18,0
12844,ENWR,1510,89,SEM,3,Grace Vasington,MoWeFr 9:00am - 9:50am,Bryan Hall 332,Writing and Critical Inquiry,Writing about Culture/Society,Open,1,18,0
12845,ENWR,1510,90,SEM,3,Grace Vasington,MoWeFr 11:00am - 11:50am,New Cabell Hall 485,Writing and Critical Inquiry,Writing about Culture/Society,Open,1,18,0
12890,ENWR,1510,92,SEM,3,Kelli Shermeyer,MoWeFr 11:00am - 11:50am,Bryan Hall 332,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
13198,ENWR,1510,95,SEM,3,Lucia Alden,TuTh 9:30am - 10:45am,Astronomy Bldg 265,Writing and Critical Inquiry,Writing about Culture/Society,Open,1,18,0
13199,ENWR,1510,96,SEM,3,Alexandra Kennedy,MoWeFr 10:00am - 10:50am,Mechanical Engineering 305,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
13200,ENWR,1510,97,SEM,3,DeVan Ard,TuTh 9:30am - 10:45am,New Cabell Hall 389,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
13201,ENWR,1510,98,SEM,3,Stephen Hoyle,TuTh 9:30am - 10:45am,New Cabell Hall 315,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
13202,ENWR,1510,100,SEM,3,Lindgren Johnson,TuTh 9:30am - 10:45am,Shannon House 111,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
17913,ENWR,1510,101,SEM,3,Lara Musser,MoWe 6:30pm - 7:45pm,New Cabell Hall 183,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
17914,ENWR,1510,102,SEM,3,Anna Martin-Beecher,MoWe 6:30pm - 7:45pm,Bryan Hall 310,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
17916,ENWR,1510,104,SEM,3,Emelye Keyser,MoWe 6:30pm - 7:45pm,Bryan Hall 334,Writing and Critical Inquiry,Writing about Culture/Society,Open,1,18,0
17917,ENWR,1510,105,SEM,3,Maayan Ornath,MoWe 6:30pm - 7:45pm,New Cabell Hall 044,Writing and Critical Inquiry,Writing about Culture/Society,Open,0,18,0
17918,ENWR,1510,106,SEM,3,Kelly Fleming,TuTh 6:30pm - 7:45pm,Bryan Hall 310,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
17921,ENWR,1510,109,SEM,3,Thomas Berenato,TuTh 6:30pm - 7:45pm,Bryan Hall 332,Writing and Critical Inquiry,Writing about the Arts,Open,0,18,0
19544,ENWR,1510,110,SEM,3,Emily Nason,TuTh 11:00am - 12:15pm,Shannon House 109,Writing and Critical Inquiry,Writing about Culture/Society,Open,2,18,0
19380,ENWR,1520,1,SEM,3,Sarah Stephenson,TuTh 12:30pm - 1:45pm,New Cabell Hall 211,Writing and Critical Inquiry: Community Engagement,,Open,1,18,0
19381,ENWR,1520,2,SEM,3,Sarah Stephenson,TuTh 2:00pm - 3:15pm,New Cabell Hall 211,Writing and Critical Inquiry: Community Engagement,,Open,0,18,0
12605,ENWR,2510,1,SEM,3,Charity Fowler,TuTh 11:00am - 12:15pm,Cocke Hall 101,Advanced Writing Seminar,Writing About the Arts,Open,2,16,0
13610,ENWR,2510,2,SEM,3,T. Kenny Fountain,MoWe 5:00pm - 6:15pm,New Cabell Hall 187,Advanced Writing Seminar,Writing about Science & Technology,Open,1,16,0
12606,ENWR,2510,3,SEM,3,Kevin Smith,MoWe 2:00pm - 3:15pm,Bryan Hall 312,Advanced Writing Seminar,Writing about Culture & Society,Open,1,16,0
12828,ENWR,2510,5,SEM,3,Kevin Smith,MoWe 3:30pm - 4:45pm,Bryan Hall 312,Advanced Writing Seminar,Writing about Culture & Society,Open,0,16,0
19382,ENWR,2510,6,SEM,3,Stephen Parks,Mo 6:00pm - 8:30pm,New Cabell Hall 036,Advanced Writing Seminar,Writing about Culture & Society,Open,0,18,0
19383,ENWR,2520,1,SEM,3,Patricia Sullivan,MoWe 3:30pm - 4:45pm,Bryan Hall 203,Special Topics in Writing,Writing About the Nonhuman,Open,2,16,0
13628,ENWR,2520,7,SEM,3,Sarah O'Brien,MoWe 3:30pm - 4:45pm,Bryan Hall 310,Special Topics in Writing,Writing about & with Film,Open,1,12,0
13629,ENWR,2520,9,SEM,3,Kiera Allison,MoWeFr 1:00pm - 1:50pm,Bryan Hall 332,Special Topics in Writing,Science Communications,Open,0,12,0
17909,ENWR,2520,10,SEM,3,Kate Kostelnik,TuTh 3:30pm - 4:45pm,New Cabell Hall 283,Special Topics in Writing,Writing Across Cultures,Open,13,16,0
11869,ENWR,2700,1,Lecture,3,Charles Kelly,TuTh 8:00am - 9:15am,Bryan Hall 203,News Writing,,Open,4,16,0
11870,ENWR,2700,2,Lecture,3,Charles Kelly,TuTh 9:30am - 10:45am,Bryan Hall 203,News Writing,,Open,4,16,0
13191,ENWR,2800,1,SEM,3,Kiera Allison,MoWeFr 9:00am - 9:50am,Bryan Hall 312,Public Speaking,,Open,6,16,0
13192,ENWR,2800,2,SEM,3,Kiera Allison,MoWeFr 10:00am - 10:50am,Bryan Hall 312,Public Speaking,,Wait List,16,16,2
13193,ENWR,2800,3,SEM,3,Megan Haury,TuTh 11:00am - 12:15pm,Shannon House 108,Public Speaking,,Open,0,12,0
13611,ENWR,3500,1,WKS,3,Tamika Carey,TuTh 12:30pm - 1:45pm,New Cabell Hall 042,Topics in Advanced Academic Writing,Black Women's Writing & Rhetoric,Open,3,15,0
19379,ENWR,3500,2,WKS,3,"Cory Shaman, Jennie Moody",TuTh 9:30am - 10:45am,Shannon House 107,Topics in Advanced Academic Writing,Writing on Climate Solutions,Open,3,16,0
13622,ENWR,3660,1,SEM,3,Sarah Stephenson,TuTh 9:30am - 10:45am,New Cabell Hall 489,Travel Writing,,Closed,16,16,10
19458,ENWR,3900,1,Lecture,3,John Casteen,MoWe 2:00pm - 3:15pm,Ruffner Hall 125,Career-Based Writing and Rhetoric,,Open,12,16,0
15922,EP,8970,1,IND,12-Jan,Petra Reinke,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0
15089,EP,8999,1,IND,12-Jan,Sean Agnew,TBA,TBA,Master's Degree Research,,Open,0,30,0
15298,EP,8999,3,IND,12-Jan,James Demas,TBA,TBA,Master's Degree Research,,Open,0,30,0
15299,EP,8999,4,IND,12-Jan,John Dorning,TBA,TBA,Master's Degree Research,,Open,0,30,0
15300,EP,8999,5,IND,12-Jan,Dana Elzey,TBA,TBA,Master's Degree Research,,Open,0,30,0
15301,EP,8999,6,IND,12-Jan,James Fitz-Gerald,TBA,TBA,Master's Degree Research,,Open,0,30,0
15302,EP,8999,7,IND,12-Jan,Jerrold Floro,TBA,TBA,Master's Degree Research,,Open,0,30,0
15303,EP,8999,9,IND,12-Jan,James Howe,TBA,TBA,Master's Degree Research,,Open,0,30,0
15304,EP,8999,11,IND,12-Jan,Robert Johnson,TBA,TBA,Master's Degree Research,,Open,0,30,0
15305,EP,8999,13,IND,12-Jan,Robert Kelly,TBA,TBA,Master's Degree Research,,Open,0,30,0
15306,EP,8999,14,IND,12-Jan,Craig Meyer,TBA,TBA,Master's Degree Research,,Open,0,30,0
15307,EP,8999,15,IND,12-Jan,Wladek Minor,TBA,TBA,Master's Degree Research,,Open,0,30,0
15308,EP,8999,17,IND,12-Jan,Blaine Norum,TBA,TBA,Master's Degree Research,,Open,0,30,0
15309,EP,8999,18,IND,12-Jan,Joseph Poon,TBA,TBA,Master's Degree Research,,Open,0,30,0
15310,EP,8999,19,IND,12-Jan,Petra Reinke,TBA,TBA,Master's Degree Research,,Open,0,30,0
15311,EP,8999,20,IND,12-Jan,Cass Sackett,TBA,TBA,Master's Degree Research,,Open,0,30,0
15312,EP,8999,21,IND,12-Jan,John Scully,TBA,TBA,Master's Degree Research,,Open,0,30,0
15313,EP,8999,22,IND,12-Jan,Gary Shiflet,TBA,TBA,Master's Degree Research,,Open,0,30,0
15314,EP,8999,24,IND,12-Jan,Haydn Wadley,TBA,TBA,Master's Degree Research,,Open,0,30,0
15315,EP,8999,25,IND,12-Jan,Mark Williams,TBA,TBA,Master's Degree Research,,Open,0,30,0
15316,EP,8999,27,IND,12-Jan,Giovanni Zangari,TBA,TBA,Master's Degree Research,,Open,0,30,0
15317,EP,8999,28,IND,12-Jan,Leonid Zhigilei,TBA,TBA,Master's Degree Research,,Open,0,30,0
15923,EP,9970,1,IND,12-Jan,Petra Reinke,TBA,TBA,Graduate Teaching Instruction,,Open,0,30,0
15090,EP,9999,1,IND,12-Jan,Sean Agnew,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15318,EP,9999,3,IND,12-Jan,James Demas,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15319,EP,9999,4,IND,12-Jan,John Dorning,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15320,EP,9999,5,IND,12-Jan,Dana Elzey,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15321,EP,9999,6,IND,12-Jan,James Fitz-Gerald,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15322,EP,9999,7,IND,12-Jan,Jerrold Floro,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15323,EP,9999,9,IND,12-Jan,James Howe,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15324,EP,9999,11,IND,12-Jan,Robert Johnson,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15325,EP,9999,13,IND,12-Jan,Robert Kelly,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15326,EP,9999,14,IND,12-Jan,Craig Meyer,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15327,EP,9999,15,IND,12-Jan,Wladek Minor,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15328,EP,9999,17,IND,12-Jan,Blaine Norum,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15329,EP,9999,18,IND,12-Jan,Joseph Poon,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15330,EP,9999,19,IND,12-Jan,Petra Reinke,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15331,EP,9999,20,IND,12-Jan,Cass Sackett,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15332,EP,9999,21,IND,12-Jan,John Scully,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15333,EP,9999,22,IND,12-Jan,Gary Shiflet,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15334,EP,9999,24,IND,12-Jan,Haydn Wadley,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15335,EP,9999,25,IND,12-Jan,Mark Williams,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15336,EP,9999,27,IND,12-Jan,Giovanni Zangari,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15337,EP,9999,28,IND,12-Jan,Leonid Zhigilei,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15502,EP,9999,31,IND,12-Jan,Pamela Norris,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
15665,EP,9999,32,IND,12-Jan,Patrick Hopkins,TBA,TBA,Ph.D. Dissertation Research,,Open,0,30,0
14031,ESL,901,1,Lecture,0,Staff,MoWeFr 9:00am - 9:50am,Dell 2 102,ESL-Academic Writing I,,Open,0,18,0
14042,ESL,901,2,Lecture,0,Staff,MoWeFr 10:00am - 10:50am,Dell 2 102,ESL-Academic Writing I,,Open,0,18,0
19564,ESL,901,4,Lecture,0,Staff,Tu 6:00pm - 8:30pm,New Cabell Hall 383,ESL-Academic Writing I,,Open,0,18,0
19578,ESL,901,5,Lecture,0,Staff,We 6:00pm - 8:30pm,New Cabell Hall 383,ESL-Academic Writing I,,Open,0,30,0
19587,ESL,901,6,Lecture,0,Staff,Th 6:00pm - 8:30pm,New Cabell Hall 332,ESL-Academic Writing I,,Open,0,30,0
14036,ESL,902,1,Lecture,0,Staff,MoWeFr 9:00am - 9:50am,Ruffner Hall 139,Advanced Writing II - ESL,,Open,0,18,0
14037,ESL,902,2,Lecture,0,Staff,MoWeFr 10:00am - 10:50am,Ruffner Hall 139,Advanced Writing II - ESL,,Open,0,18,0
14051,ESL,902,4,Lecture,0,Staff,Tu 6:00pm - 8:30pm,New Cabell Hall 332,Advanced Writing II - ESL,,Open,0,18,0
14056,ESL,902,5,Lecture,0,Staff,We 6:00pm - 8:30pm,New Cabell Hall 389,Advanced Writing II - ESL,,Open,0,18,0
14053,ESL,905,1,Lecture,0,Megan Pugh,We 5:00pm - 7:30pm,TBA,American Pronunciation and Conversation: Navigating Campus and Community,,Open,0,12,0
19575,ESL,905,2,Lecture,0,Staff,We 6:30pm - 9:00pm,TBA,American Pronunciation and Conversation: Navigating Campus and Community,,Open,0,30,0
14046,ESL,907,1,Lecture,0,Janay Crabtree,We 5:00pm - 6:30pm,New Cabell Hall 111,Oral Communication: Negotiating the American Classroom,,Open,0,18,0
14048,ESL,907,2,Lecture,0,Jane Boatner,We 6:30pm - 8:00pm,New Cabell Hall 132,Oral Communication: Negotiating the American Classroom,,Open,0,18,0
14032,ESL,909,1,Lecture,0,Staff,Th 5:00pm - 6:30pm,New Cabell Hall 323,Advanced Oral Communication: Academic Interaction & Research Presentations,,Open,0,30,0
14049,ESL,909,2,Lecture,0,Staff,Th 6:30pm - 8:00pm,New Cabell Hall 389,Advanced Oral Communication: Academic Interaction & Research Presentations,,Open,0,30,0
14054,ESL,909,3,Lecture,0,Staff,We 4:00pm - 5:30pm,New Cabell Hall 364,Advanced Oral Communication: Academic Interaction & Research Presentations,,Open,0,30,0
14047,ESL,910,1,Lecture,0,Janet Stack,Tu 5:00pm - 7:00pm,New Cabell Hall 309,Pronunciation Training,,Open,0,20,0
14033,ESL,911,1,Lecture,0,Staff,Mo 6:30pm - 8:30pm,New Cabell Hall 323,Classroom Communication: Teaching & Preparing for the Job Market,,Open,0,30,0
14035,ESL,911,2,Lecture,0,Staff,Tu 6:30pm - 8:30pm,New Cabell Hall 323,Classroom Communication: Teaching & Preparing for the Job Market,,Open,0,30,0
14043,ESL,911,3,Lecture,0,Staff,We 6:30pm - 8:30pm,New Cabell Hall 323,Classroom Communication: Teaching & Preparing for the Job Market,,Open,0,30,0
14050,ESL,911,4,Lecture,0,Staff,Th 6:30pm - 8:30pm,New Cabell Hall 323,Classroom Communication: Teaching & Preparing for the Job Market,,Open,0,30,0
14034,ESL,912,1,Lecture,0,Elizabeth Wittner,Mo 12:00am - 2:30am,TBA,Classroom Communication for Graduate Teaching Assistants II,,Open,0,10,0
12736,ETP,4010,1,Lecture,3,Mary Kuhn,We 3:30pm - 6:00pm,Maury Hall 110,Environmental Decisions,,Open,0,15,0
12823,EURS,6000,1,SEM,3,Ekaterina Makarova,TBA,TBA,Research Inquiries in European Studies,,Open,0,30,0
12927,EURS,8998,1,SEM,3,Manuela Achilles,TBA,TBA,Thesis Research (M.A.),,Open,0,30,0
12936,EURS,9998,1,SEM,3,Manuela Achilles,TBA,TBA,Non-Topical Research: Masters Degree,,Open,0,5,0
18328,EVAT,5320,1,Lecture,3,Stephan De Wekker,TuTh 11:00am - 12:15pm,Clark Hall 101,Mountain Meteorology,,Open,12,40,0
18330,EVAT,7559,1,Lecture,3,Kevin Grise,MoWeFr 12:00pm - 12:50pm,Clark Hall G004,New Course in Atmospheric Sciences,Synoptic Meteorology,Open,8,25,0
18333,EVEC,7170,1,Lecture,3,Max Castorani,TuTh 12:30pm - 1:45pm,Clark Hall 101,Spatial Ecology,,Open,5,24,0
19580,EVEC,7559,1,Lecture,3,Claire Griffin,TuTh 9:30am - 10:45am,Memorial Gymnasium 211,New Course in Ecology,Arctic Ecology,Open,2,30,0
10613,EVGE,5860,100,Lecture,4,Stephen Macko,MoWeFr 11:00am - 11:50am,Clark Hall G004,Isotope Geochemistry,,Open,7,25,0
10794,EVGE,5860,101,Laboratory,0,Stephen Macko,TBA,TBA,Isotope Geochemistry,,Open,7,15,0
18331,EVHY,5700,100,Lecture,4,Lawrence Band,TuTh 11:00am - 12:15pm,Gilmer Hall 225,Forest Hydrology,,Open,1,20,0
18332,EVHY,5700,101,Laboratory,0,Lawrence Band,Tu 2:00pm - 6:00pm,TBA,Forest Hydrology,,Open,1,30,0
10165,EVSC,1010,1,Lecture,3,Thomas Smith,TuTh 2:00pm - 3:15pm,Maury Hall 209,Introduction to Environmental Sciences,,Open,49,300,0
10166,EVSC,1020,1,Lecture,1,Linda Blum,Mo 1:00pm - 1:50pm,Clark Hall 201,Practical Concepts in Environmental Sciences,,Open,6,14,0
10167,EVSC,1020,2,Lecture,1,Linda Blum,Tu 1:00pm - 1:50pm,Clark Hall 201,Practical Concepts in Environmental Sciences,,Open,2,14,0
10168,EVSC,1020,3,Lecture,1,Linda Blum,We 1:00pm - 1:50pm,Clark Hall 201,Practical Concepts in Environmental Sciences,,Open,4,14,0
10169,EVSC,1020,4,Lecture,1,Linda Blum,Th 1:00pm - 1:50pm,Clark Hall 201,Practical Concepts in Environmental Sciences,,Open,0,14,0
11395,EVSC,1020,5,Lecture,1,Linda Blum,Tu 2:00pm - 2:50pm,Clark Hall 201,Practical Concepts in Environmental Sciences,,Open,1,14,0
18367,EVSC,1020,6,Lecture,1,Linda Blum,Fr 1:00pm - 1:50pm,Clark Hall 201,Practical Concepts in Environmental Sciences,,Open,0,14,0
12019,EVSC,1300,1,Lecture,3,Robert Davis,MoWeFr 1:00pm - 1:50pm,Clark Hall 108,Earth's Weather and Climate,,Open,11,160,0
18373,EVSC,1559,100,SEM,2,Deborah Lawrence,MoWe 9:00am - 9:50am,New Cabell Hall 038,New Course in Environmental Science,,Open,0,8,0
18413,EVSC,1559,101,PRA,0,Deborah Lawrence,We 3:00pm - 6:00pm,Clark Hall 186,New Course in Environmental Science,,Open,0,8,0
12082,EVSC,2010,1,Lecture,3,Robert Kelly,TuTh 12:30pm - 1:45pm,Nau Hall 101,Materials That Shape Our Civilizations,,Open,15,245,0
12083,EVSC,2010,2,Lecture,3,Robert Kelly,TuTh 2:00pm - 3:15pm,Nau Hall 101,Materials That Shape Our Civilizations,,Open,13,245,0
10170,EVSC,2050,1,Lecture,3,Stephen Macko,TuTh 12:30pm - 1:45pm,Maury Hall 209,Introduction to Oceanography,,Open,12,163,0
18374,EVSC,2559,1,Lecture,3,"Lauren Simkins, Scott Doney",MoWeFr 10:00am - 10:50am,Clark Hall 101,New Course in Environmental Science,Polar Environments,Open,4,30,0
10171,EVSC,2800,1,Lecture,3,Janet Herman,MoWeFr 11:00am - 11:50am,Clark Hall 108,Fundamentals of Geology,,Open,3,163,0
10172,EVSC,2801,1,Laboratory,1,Janet Herman,Mo 2:00pm - 6:00pm,Maury Hall 112,Fundamentals of Geology Laboratory,,Open,1,14,0
10173,EVSC,2801,2,Laboratory,1,Janet Herman,Tu 2:00pm - 6:00pm,Maury Hall 112,Fundamentals of Geology Laboratory,,Open,0,14,0
10174,EVSC,2801,3,Laboratory,1,Janet Herman,We 2:00pm - 6:00pm,Maury Hall 112,Fundamentals of Geology Laboratory,,Open,2,14,0
10175,EVSC,2801,4,Laboratory,1,Janet Herman,Th 2:00pm - 6:00pm,Maury Hall 112,Fundamentals of Geology Laboratory,,Open,1,14,0
10176,EVSC,2801,5,Laboratory,1,Janet Herman,Fr 2:00pm - 6:00pm,Maury Hall 112,Fundamentals of Geology Laboratory,,Open,0,14,0
11457,EVSC,3020,100,Lecture,4,John Porter,TuTh 12:30pm - 1:45pm,Clark Hall G004,GIS Methods,,Open,25,40,0
11458,EVSC,3020,101,Laboratory,0,John Porter,Mo 5:00pm - 9:00pm,Mechanical Engr Bldg 214,GIS Methods,,Wait List,15,20,0
11459,EVSC,3020,102,Laboratory,0,John Porter,Tu 5:00pm - 9:00pm,Gibson Hall 041,GIS Methods,,Open,10,20,0
18375,EVSC,3060,1,Lecture,3,Matthew Reidenbach,TuTh 2:00pm - 3:15pm,Clark Hall 101,Biomechanics of Organisms,,Open,7,40,0
10177,EVSC,3200,1,Lecture,3,Thomas Smith,TuTh 11:00am - 12:15pm,Clark Hall 108,Fundamentals of Ecology,,Open,26,160,0
10178,EVSC,3201,1,Laboratory,1,Thomas Smith,Mo 2:00pm - 6:00pm,Clark Hall 202,Fundamentals of Ecology Laboratory,,Open,2,14,0
10179,EVSC,3201,2,Laboratory,1,Thomas Smith,Tu 2:00pm - 6:00pm,Clark Hall 202,Fundamentals of Ecology Laboratory,,Open,2,14,0
10180,EVSC,3201,3,Laboratory,1,Thomas Smith,We 2:00pm - 6:00pm,Clark Hall 202,Fundamentals of Ecology Laboratory,,Open,4,14,0
10181,EVSC,3201,4,Laboratory,1,Thomas Smith,Th 2:00pm - 6:00pm,Clark Hall 202,Fundamentals of Ecology Laboratory,,Open,1,14,0
11598,EVSC,3201,5,Laboratory,1,Thomas Smith,Fr 2:00pm - 6:00pm,Clark Hall 202,Fundamentals of Ecology Laboratory,,Open,1,14,0
10186,EVSC,3300,1,Lecture,3,Sally Pusede,TuTh 9:30am - 10:45am,Clark Hall 108,Atmosphere and Weather,,Open,7,163,0
10187,EVSC,3301,1,Laboratory,1,Sally Pusede,Mo 2:00pm - 6:00pm,Kerchof Hall 115,Atmosphere and Weather Laboratory,,Open,1,14,0
10188,EVSC,3301,2,Laboratory,1,Sally Pusede,Tu 2:00pm - 6:00pm,Kerchof Hall 115,Atmosphere and Weather Laboratory,,Open,1,14,0
10189,EVSC,3301,3,Laboratory,1,Sally Pusede,We 2:00pm - 6:00pm,Kerchof Hall 115,Atmosphere and Weather Laboratory,,Open,5,14,0
13335,EVSC,3301,4,Laboratory,1,Sally Pusede,Th 2:00pm - 6:00pm,Kerchof Hall 115,Atmosphere and Weather Laboratory,,Open,2,14,0
18379,EVSC,3559,1,Lecture,3,"Cory Shaman, Jennie Moody",TuTh 9:30am - 10:45am,Shannon House 107,New Course in Environmental Science,Writing on Regional Climate Solutions,Open,5,16,0
10182,EVSC,3600,1,Lecture,3,Patricia Wiberg,MoWeFr 9:00am - 9:50am,Clark Hall 108,Physical Hydrology,,Open,10,100,0
10183,EVSC,3601,1,Laboratory,1,Staff,Mo 2:00pm - 6:00pm,Kerchof Hall 115A,Physical Hydrology Laboratory,,Open,6,14,0
10184,EVSC,3601,2,Laboratory,1,Staff,Tu 2:00pm - 6:00pm,Kerchof Hall 115A,Physical Hydrology Laboratory,,Open,1,14,0
10185,EVSC,3601,3,Laboratory,1,Staff,We 2:00pm - 6:00pm,Kerchof Hall 115A,Physical Hydrology Laboratory,,Open,2,14,0
11422,EVSC,3601,4,Laboratory,1,Staff,Th 2:00pm - 6:00pm,Kerchof Hall 115A,Physical Hydrology Laboratory,,Open,3,14,0
10612,EVSC,4002,1,SEM,1,"Stephen Macko, Thomas Smith",Tu 4:00pm - 4:50pm,Clark Hall 108,Undergraduate Seminar,,Open,6,120,0
18400,EVSC,4012,1,SEM,3,Xi Yang,TuTh 2:00pm - 3:15pm,Maury Hall 110,Advanced Remote Sensing,,Open,0,15,0
10190,EVSC,4050,1,Lecture,3,Stephen Macko,TuTh 12:30pm - 1:45pm,Maury Hall 209,Topics in Oceanography,,Open,6,163,0
18401,EVSC,4070,1,Lecture,3,John Porter,Th 5:00pm - 8:00pm,Mechanical Engr Bldg 214,Advanced GIS,,Open,8,24,0
18402,EVSC,4170,1,Lecture,3,Max Castorani,TuTh 12:30pm - 1:45pm,Clark Hall 101,Spatial Ecology,,Open,11,24,0
11388,EVSC,4240,1,Lecture,3,Linda Blum,TuTh 9:30am - 10:45am,Clark Hall G004,Restoration Ecology,,Open,8,25,0
12607,EVSC,4490,1,Lecture,3,Sally Pusede,TuTh 3:30pm - 4:45pm,Clark Hall G004,Air Pollution,,Open,3,35,0
18403,EVSC,4559,1,Lecture,3,Kevin Grise,MoWeFr 12:00pm - 12:50pm,Clark Hall G004,New Course in Environmental Science,Synoptic Meteorology,Open,10,25,0
19579,EVSC,4559,2,Lecture,3,Claire Griffin,TuTh 9:30am - 10:45am,Memorial Gymnasium 211,New Course in Environmental Science,Arctic Ecology,Open,9,30,0
19475,EVSC,4650,1,Lecture,3,Brian Richter,Fr 10:00am - 12:30pm,Campbell Hall 425,Water Sustainability,,Open,15,20,0
18404,EVSC,4660,100,Lecture,3,Todd Scanlon,Tu 2:00pm - 4:00pm,New Cabell Hall 268,Hydrological Field Methods and Data Analysis,,Open,5,14,0
18405,EVSC,4660,101,Laboratory,0,Todd Scanlon,Tu 4:00pm - 5:50pm,New Cabell Hall 268,Hydrological Field Methods and Data Analysis,,Open,5,14,0
13624,EVSC,4670,1,Lecture,3,Aaron Mills,MoWeFr 10:00am - 10:50am,Clark Hall G004,Drinking Water Quality,,Open,4,25,0
13390,EVSC,4870,1,Lecture,3,"Aaron Mills, James Galloway",TuTh 2:00pm - 3:15pm,Clark Hall G004,Global Biogeochemical Cycles,,Open,3,20,0
11909,EVSC,4991,1,Lecture,3,"David Smith, Herman Shugart, Howard Epstein",Tu 3:30pm - 6:15pm,Robertson Hall 258,The Theory and Practice of Biodiversity Conservation,,Open,21,27,0
